16726	703	2012-12-06	21:07:47	1023572
16727	703	2012-12-06	21:07:48	1024703
16728	702	2012-12-06	21:07:48	798435
16729	702	2012-12-06	21:07:49	799459
16733	703	2012-12-06	21:07:49	1025833
16730	702	2012-12-06	21:07:50	800483
16734	703	2012-12-06	21:07:50	1026960
16731	702	2012-12-06	21:07:51	801507
16735	703	2012-12-06	21:07:51	1028090
16732	702	2012-12-06	21:07:52	802531
16736	702	2012-12-06	21:07:54	804131
16737	702	2012-12-06	21:07:55	805155
16738	702	2012-12-06	21:07:56	806179
16739	702	2012-12-06	21:07:57	807203
16740	702	2012-12-06	21:07:58	808227
16741	702	2012-12-06	21:08:00	809742
00000	000	0000-00-00	00:00:00	Input0
16751	702	2012-12-06	21:08:19	830107
16752	702	2012-12-06	21:08:20	831131
16753	702	2012-12-06	21:08:21	832155
16754	702	2012-12-06	21:08:22	833179
16755	702	2012-12-06	21:08:23	834203
16756	702	2012-12-06	21:08:25	835986
16757	702	2012-12-06	21:08:26	837010
16761	703	2012-12-06	21:08:26	1063019
16758	702	2012-12-06	21:08:27	838034
16762	703	2012-12-06	21:08:27	1064149
16759	702	2012-12-06	21:08:28	839058
16763	703	2012-12-06	21:08:28	1065279
16760	702	2012-12-06	21:08:29	840082
16764	703	2012-12-06	21:08:29	1066408
16765	703	2012-12-06	21:08:30	1067534
00000	000	0000-00-00	00:00:00	Output0
16766	703	2012-12-06	21:09:12	1110760
16767	703	2012-12-06	21:09:13	1111889
16768	702	2012-12-06	21:09:14	885900
16773	703	2012-12-06	21:09:14	1113017
16769	702	2012-12-06	21:09:15	886924
16774	703	2012-12-06	21:09:15	1114145
16770	702	2012-12-06	21:09:16	887948
16775	703	2012-12-06	21:09:16	1115276
16771	702	2012-12-06	21:09:17	888972
16772	702	2012-12-06	21:09:18	889996
16776	702	2012-12-06	21:09:19	890973
16777	702	2012-12-06	21:09:20	891997
16778	702	2012-12-06	21:09:21	893021
16779	702	2012-12-06	21:09:22	894045
16780	702	2012-12-06	21:09:23	895069
16781	702	2012-12-06	21:09:24	896163
16782	702	2012-12-06	21:09:25	897187
16783	702	2012-12-06	21:09:26	898211
16784	702	2012-12-06	21:09:27	899235
16785	702	2012-12-06	21:09:28	900259
16786	702	2012-12-06	21:09:29	901416
16787	702	2012-12-06	21:09:30	902440
16788	702	2012-12-06	21:09:31	903464
16789	702	2012-12-06	21:09:32	904488
16790	702	2012-12-06	21:09:33	905512
00000	000	0000-00-00	00:00:00	Input1
16797	702	2012-12-06	21:10:02	935018
16798	702	2012-12-06	21:10:03	936042
16802	703	2012-12-06	21:10:03	1163033
16799	702	2012-12-06	21:10:04	937066
16803	703	2012-12-06	21:10:04	1164159
16800	702	2012-12-06	21:10:05	938090
16804	703	2012-12-06	21:10:05	1165287
16801	702	2012-12-06	21:10:06	939114
16805	703	2012-12-06	21:10:06	1166416
00000	000	0000-00-00	00:00:00	Output1
16806	703	2012-12-06	21:11:12	1233643
16807	703	2012-12-06	21:11:13	1234773
16808	703	2012-12-06	21:11:14	1235899
16809	702	2012-12-06	21:11:14	1009087
16810	702	2012-12-06	21:11:15	1010111
16814	703	2012-12-06	21:11:15	1237029
16811	702	2012-12-06	21:11:16	1011135
16815	703	2012-12-06	21:11:16	1238159
16812	702	2012-12-06	21:11:17	1012159
16816	703	2012-12-06	21:11:17	1239286
16813	702	2012-12-06	21:11:18	1013183
16817	702	2012-12-06	21:11:20	1014835
16818	702	2012-12-06	21:11:21	1015859
16819	702	2012-12-06	21:11:22	1016883
16820	702	2012-12-06	21:11:23	1017907
16821	702	2012-12-06	21:11:24	1018931
16822	702	2012-12-06	21:11:25	1020048
16823	702	2012-12-06	21:11:26	1021072
16824	702	2012-12-06	21:11:27	1022096
16825	702	2012-12-06	21:11:28	1023120
16826	702	2012-12-06	21:11:29	1024144
00000	000	0000-00-00	00:00:00	Input2
16842	702	2012-12-06	21:12:28	1084158
16843	702	2012-12-06	21:12:29	1085182
16844	702	2012-12-06	21:12:30	1086206
16845	702	2012-12-06	21:12:31	1087230
16846	702	2012-12-06	21:12:32	1088254
16847	702	2012-12-06	21:12:33	1089716
16848	702	2012-12-06	21:12:34	1090740
16849	702	2012-12-06	21:12:35	1091764
16850	702	2012-12-06	21:12:36	1092788
16852	703	2012-12-06	21:12:36	1319515
16851	702	2012-12-06	21:12:37	1093812
16853	703	2012-12-06	21:12:37	1320643
16854	703	2012-12-06	21:12:38	1321771
16855	703	2012-12-06	21:12:39	1322901
16856	702	2012-12-06	21:12:39	1096094
16857	702	2012-12-06	21:12:40	1097118
16861	703	2012-12-06	21:12:40	1324031
16858	702	2012-12-06	21:12:41	1098142
16859	702	2012-12-06	21:12:42	1099166
16860	702	2012-12-06	21:12:43	1100190
00000	000	0000-00-00	00:00:00	Output2
16862	703	2012-12-06	21:13:13	1357761
16863	703	2012-12-06	21:13:14	1358890
16864	703	2012-12-06	21:13:15	1360016
16865	702	2012-12-06	21:13:16	1133863
16870	703	2012-12-06	21:13:16	1361142
16866	702	2012-12-06	21:13:17	1134887
16871	703	2012-12-06	21:13:17	1362272
16867	702	2012-12-06	21:13:18	1135911
16872	703	2012-12-06	21:13:18	1363402
16868	702	2012-12-06	21:13:19	1136935
16869	702	2012-12-06	21:13:20	1137959
00000	000	0000-00-00	00:00:00	Input3
16888	702	2012-12-06	21:13:57	1175317
16889	702	2012-12-06	21:13:58	1176341
16890	702	2012-12-06	21:13:59	1177365
16893	703	2012-12-06	21:13:59	1404630
16891	702	2012-12-06	21:14:00	1178389
16894	703	2012-12-06	21:14:00	1405758
16892	702	2012-12-06	21:14:01	1179413
16895	703	2012-12-06	21:14:01	1406886
16896	702	2012-12-06	21:14:02	1180917
16901	703	2012-12-06	21:14:02	1408013
16897	702	2012-12-06	21:14:03	1181941
16902	703	2012-12-06	21:14:03	1409139
16898	702	2012-12-06	21:14:04	1182965
16899	702	2012-12-06	21:14:05	1183989
16900	702	2012-12-06	21:14:06	1185013
00000	000	0000-00-00	00:00:00	Output3
16903	703	2012-12-06	21:15:08	1475968
16904	703	2012-12-06	21:15:09	1477096
16905	702	2012-12-06	21:15:10	1250902
16910	703	2012-12-06	21:15:10	1478226
16906	702	2012-12-06	21:15:11	1251926
